call_id,caller_number,receiver_number,timestamp,duration_seconds,cell_tower_id,call_type
CALL-000664,+919000011012,+919000011145,2026-04-06 12:53:34,220,CT-022,voice
CALL-000665,+919000017115,+919000017118,2026-04-06 15:11:04,0,CT-018,sms
CALL-000666,+919000016577,+919000011644,2026-04-06 17:23:35,238,CT-002,voice
CALL-000667,+919000017163,+919000016201,2026-04-06 17:33:07,0,CT-025,sms
CALL-000668,+919000011012,+919000014417,2026-04-06 18:09:00,328,CT-005,voice
CALL-000669,+919000017013,+919000017040,2026-04-06 19:36:27,465,CT-020,voice
CALL-000670,+919000014503,+919000014661,2026-04-06 21:24:50,0,CT-021,sms
CALL-000671,+919000017103,+919000017055,2026-04-07 01:01:12,414,CT-023,voice
CALL-000672,+919000016201,+919000017058,2026-04-07 02:48:54,240,CT-004,voice
CALL-000673,+919000016201,+919000017121,2026-04-07 03:13:17,349,CT-004,voice
CALL-000674,+919000017142,+919000017082,2026-04-07 03:19:21,227,CT-006,voice
CALL-000675,+919000016503,+919000015377,2026-04-07 03:38:22,56,CT-007,voice
CALL-000676,+919000011593,+919000017094,2026-04-07 04:21:11,348,CT-008,voice
CALL-000677,+919000017103,+919000017055,2026-04-07 04:45:21,368,CT-026,voice
CALL-000678,+919000017049,+919000017163,2026-04-07 06:52:10,415,CT-025,voice
CALL-000679,+919000017160,+919000017076,2026-04-07 08:56:55,77,CT-024,voice
CALL-000680,+919000017031,+919000017091,2026-04-07 09:48:42,561,CT-026,voice
CALL-000681,+919000017001,+919000017082,2026-04-07 10:22:34,634,CT-005,voice
CALL-000682,+919000017154,+919000016340,2026-04-07 12:43:44,187,CT-003,voice
CALL-000683,+919000017013,+919000014420,2026-04-07 14:40:13,144,CT-017,voice
CALL-000684,+919000017070,+919000011593,2026-04-07 14:58:52,432,CT-014,voice
CALL-000685,+919000016340,+919000017085,2026-04-07 17:39:01,618,CT-016,voice
CALL-000686,+919000014661,+919000014503,2026-04-07 20:58:00,60,CT-014,voice
CALL-000687,+919000014907,+919000014503,2026-04-07 21:26:00,93,CT-015,voice
CALL-000688,+919000018429,+919000017055,2026-04-07 21:34:59,591,CT-020,voice
CALL-000689,+919000011012,+919000011376,2026-04-07 22:42:18,0,CT-022,sms
CALL-000690,+919000014661,+919000015123,2026-04-08 00:20:31,14,CT-016,voice
CALL-000691,+919000017001,+919000017082,2026-04-08 01:24:36,492,CT-002,voice
CALL-000692,+919000017154,+919000017151,2026-04-08 02:04:11,514,CT-021,voice
CALL-000693,+919000017055,+919000017022,2026-04-08 09:19:34,603,CT-023,voice
CALL-000694,+919000017085,+919000017016,2026-04-08 11:08:34,394,CT-007,voice
CALL-000695,+919000016340,+919000011593,2026-04-08 13:36:29,103,CT-016,voice
CALL-000696,+919000017157,+919000017133,2026-04-08 13:46:53,186,CT-020,voice
CALL-000697,+919000014892,+919000014417,2026-04-08 17:45:00,90,CT-002,voice
CALL-000698,+919000014417,+919000015014,2026-04-08 18:17:23,624,CT-003,voice
CALL-000699,+919000017076,+919000017097,2026-04-08 19:35:22,0,CT-004,sms
CALL-000700,+919000017031,+919000016412,2026-04-08 20:57:29,512,CT-013,voice
CALL-000701,+919000014503,+919000015014,2026-04-08 21:33:21,23,CT-021,voice
CALL-000702,+919000017124,+919000017010,2026-04-09 02:24:54,0,CT-007,sms
CALL-000703,+919000014661,+919000015123,2026-04-09 10:55:42,0,CT-023,sms
CALL-000704,+919000017031,+919000017121,2026-04-09 12:06:17,597,CT-012,voice
CALL-000705,+919000016412,+919000016577,2026-04-09 13:54:27,332,CT-025,voice
CALL-000706,+919000015123,+919000014892,2026-04-09 14:05:58,550,CT-019,voice
CALL-000707,+919000011238,+919000011593,2026-04-09 18:12:46,118,CT-012,voice
CALL-000708,+919000017145,+919000017034,2026-04-09 19:09:08,0,CT-012,sms
CALL-000709,+919000017031,+919000017151,2026-04-09 20:02:09,201,CT-018,voice
CALL-000710,+919000016201,+919000017121,2026-04-10 01:45:20,49,CT-004,voice
CALL-000711,+919000014661,+919000014892,2026-04-10 02:00:13,183,CT-002,voice
CALL-000712,+919000016340,+919000017055,2026-04-10 02:26:50,18,CT-016,voice
CALL-000713,+919000016201,+919000017067,2026-04-10 03:44:42,317,CT-004,voice
CALL-000714,+919000016340,+919000017076,2026-04-10 06:15:22,583,CT-016,voice
CALL-000715,+919000016503,+919000015014,2026-04-10 09:03:48,0,CT-007,sms
CALL-000716,+919000015014,+919000017040,2026-04-10 10:48:19,548,CT-005,voice
CALL-000717,+919000011012,+919000011644,2026-04-10 10:48:30,194,CT-001,voice
CALL-000718,+919000017052,+919000017028,2026-04-10 14:50:22,409,CT-014,voice
CALL-000719,+919000014661,+919000015123,2026-04-10 14:55:14,110,CT-016,voice
CALL-000720,+919000016201,+919000017121,2026-04-10 15:30:36,519,CT-008,voice
CALL-000721,+919000014892,+919000014907,2026-04-10 15:39:30,438,CT-020,voice
CALL-000722,+919000011012,+919000017127,2026-04-10 15:57:53,483,CT-001,voice
CALL-000723,+919000014892,+919000014907,2026-04-10 16:56:12,199,CT-020,voice
CALL-000724,+919000014417,+919000014503,2026-04-10 18:11:45,384,CT-003,voice
CALL-000725,+919000017055,+919000017061,2026-04-10 18:26:48,248,CT-015,voice
CALL-000726,+919000017007,+919000017010,2026-04-10 18:50:27,0,CT-013,sms
CALL-000727,+919000014661,+919000014892,2026-04-10 19:33:17,485,CT-016,voice
CALL-000728,+919000014661,+919000015123,2026-04-10 22:10:06,0,CT-012,sms
CALL-000729,+919000018429,+919000017148,2026-04-10 22:32:46,485,CT-013,voice
CALL-000730,+919000011701,+919000018465,2026-04-10 23:27:50,632,CT-001,voice
CALL-000731,+919000017031,+919000016201,2026-04-11 03:12:03,333,CT-004,voice
CALL-000732,+919000017127,+919000017058,2026-04-11 03:47:00,333,CT-024,voice
CALL-000733,+919000016201,+919000017025,2026-04-11 03:50:01,322,CT-004,voice
CALL-000734,+919000016503,+919000015014,2026-04-11 03:50:29,0,CT-007,sms
CALL-000735,+919000016201,+919000017064,2026-04-11 03:55:20,300,CT-004,voice
CALL-000736,+919000011482,+919000016288,2026-04-11 04:12:58,11,CT-007,voice
CALL-000737,+919000017133,+919000017061,2026-04-11 04:20:27,95,CT-008,voice
CALL-000738,+919000018793,+919000011376,2026-04-11 04:21:36,60,CT-006,voice
CALL-000739,+919000014503,+919000015014,2026-04-11 05:24:12,505,CT-021,voice
CALL-000740,+919000011238,+919000011593,2026-04-11 08:53:01,249,CT-012,voice
CALL-000741,+919000016577,+919000011644,2026-04-11 09:13:29,478,CT-018,voice
CALL-000742,+919000015123,+919000014892,2026-04-11 09:21:22,302,CT-018,voice
CALL-000743,+919000016503,+919000017028,2026-04-11 10:14:13,68,CT-007,voice
CALL-000744,+919000017013,+919000017040,2026-04-11 10:43:36,308,CT-005,voice
CALL-000745,+919000017088,+919000018793,2026-04-11 11:00:35,76,CT-015,voice
CALL-000746,+919000014417,+919000015014,2026-04-11 12:37:29,504,CT-003,voice
CALL-000747,+919000011012,+919000011238,2026-04-11 14:44:00,0,CT-001,sms
CALL-000748,+919000017157,+919000017133,2026-04-11 15:48:29,137,CT-020,voice
CALL-000749,+919000017001,+919000017082,2026-04-11 18:27:56,335,CT-010,voice
CALL-000750,+919000016288,+919000015377,2026-04-11 18:46:06,0,CT-013,sms
CALL-000751,+919000017163,+919000016201,2026-04-12 00:31:14,23,CT-004,voice
CALL-000752,+919000016201,+919000017031,2026-04-12 01:11:54,134,CT-004,voice
CALL-000753,+919000015377,+919000017034,2026-04-12 01:14:46,0,CT-013,sms
CALL-000754,+919000016201,+919000017028,2026-04-12 02:20:28,66,CT-004,voice
CALL-000755,+919000016201,+919000017001,2026-04-12 02:24:18,95,CT-004,voice
CALL-000756,+919000016201,+919000017124,2026-04-12 02:45:46,377,CT-004,voice
CALL-000757,+919000017157,+919000016201,2026-04-12 02:56:03,320,CT-004,voice
CALL-000758,+919000018465,+919000017079,2026-04-12 03:26:59,206,CT-010,voice
CALL-000759,+919000016201,+919000017064,2026-04-12 04:03:17,124,CT-004,voice
CALL-000760,+919000011593,+919000017154,2026-04-12 05:54:10,0,CT-022,sms
CALL-000761,+919000011644,+919000014420,2026-04-12 09:10:32,150,CT-010,voice
CALL-000762,+919000011644,+919000011593,2026-04-12 11:21:18,483,CT-010,voice
CALL-000763,+919000014420,+919000017028,2026-04-12 17:09:22,588,CT-003,voice
CALL-000764,+919000017034,+919000017013,2026-04-12 17:21:03,0,CT-006,sms
CALL-000765,+919000011238,+919000011593,2026-04-12 19:12:29,393,CT-017,voice
CALL-000766,+919000011593,+919000017097,2026-04-12 21:28:20,424,CT-026,voice
CALL-000767,+919000014892,+919000014907,2026-04-12 23:26:11,356,CT-003,voice
